Datetime,Close,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,SMA20,SMA44,SMA50,SMA100,SMA200,EMA12,EMA26,MACD,MACD_Signal,MACD_Histogram,avg_sentiment
2023-10-12 16:30:00,180.3549041748047,182.27999877929688,180.3300018310547,182.27999877929688,5641539,179.39996032714845,177.27003201571378,176.666064453125,174.66844192504882,176.83793807983398,180.09270154403427,178.9011817645447,1.1915197794895676,1.0738248038568758,0.11769497563269171,0.0
2023-10-12 17:30:00,179.63999938964844,180.6300048828125,179.0399932861328,180.33999633789062,6607337,179.43696060180665,177.4170774980025,176.81882843017578,174.6987419128418,176.78973808288575,180.02305505874412,178.95590899603386,1.0671460627102647,1.0724890556275537,-0.005342992917289013,0.0
2023-10-12 18:30:00,180.39999389648438,180.47999572753906,179.49000549316406,179.63499450683594,4772922,179.50746002197266,177.59253207120028,176.98982818603517,174.7457418823242,176.7484380340576,180.0810456491657,179.06287824791906,1.018167401246643,1.0616247247513717,-0.04345732350472864,0.0
2023-10-12 19:30:00,180.72999572753906,180.81500244140625,180.38999938964844,180.39999389648438,5779607,179.58470458984374,177.77412275834516,177.16722808837892,174.80174179077147,176.7065129852295,180.1808841227616,179.1863684315946,0.9945156911670097,1.0482029180344994,-0.053687226867489724,0.0
2023-10-13 13:30:00,180.52999877929688,181.92999267578125,180.36000061035156,181.4199981689453,9761566,179.63720474243163,177.92776142467153,177.3286279296875,174.8501417541504,176.664162979126,180.2345940699209,179.28589660549846,0.9486974644224233,1.028301827312084,-0.07960436288966077,0.0
2023-10-13 14:30:00,179.19000244140625,180.76499938964844,178.9499969482422,180.52000427246094,6274151,179.6161994934082,178.05389785766602,177.46462799072265,174.89464172363282,176.61651252746583,180.07388766553402,179.2787933340842,0.7950943314498033,0.981660328139628,-0.18656599668982465,0.0
2023-10-13 15:30:00,179.2550048828125,179.3625030517578,178.47000122070312,179.19000244140625,5900854,179.6564498901367,178.1803751858798,177.59252807617187,174.94249176025392,176.5675375366211,179.94790569896148,179.2770312265826,0.6708744723788698,0.9195031569874763,-0.24862868460860654,0.0
2023-10-13 16:30:00,178.25999450683594,179.47000122070312,178.22000122070312,179.25999450683594,4418100,179.66094970703125,178.28628401322797,177.6943280029297,174.96239166259767,176.51148750305177,179.68822705401908,179.20169517326804,0.4865318807510448,0.83290890174019,-0.34637702098914525,0.0
2023-10-13 17:30:00,179.24000549316406,179.30999755859375,178.13999938964844,178.26100158691406,5205186,179.6834503173828,178.4060568376021,177.82552825927735,174.98599166870116,176.46433753967284,179.6192698908106,179.2045329747418,0.4147369160688186,0.7492745046059158,-0.33453758853709725,0.0
2023-10-13 18:30:00,178.93499755859375,179.74000549316406,178.85000610351562,179.2449951171875,5632908,179.70970001220704,178.51462034745649,177.94942810058595,175.014041595459,176.4132625579834,179.5139972243157,179.18456738836045,0.32942983595523856,0.6653055708757803,-0.3358757349205418,0.0
2023-10-13 19:30:00,178.8699951171875,179.08999633789062,178.52000427246094,178.94000244140625,5735444,179.73919982910155,178.60348614779386,178.05143005371093,175.04499160766602,176.3596760559082,179.41491997706518,179.16126573864392,0.25365423842126233,0.5829753043848768,-0.32932106596361443,0.0
2023-10-16 13:30:00,178.44500732421875,178.54750061035156,176.50999450683594,176.75,13685450,179.73203506469727,178.67905460704458,178.14753021240233,175.0733366394043,176.3057511138916,179.26570264585806,179.10820955979761,0.1574930860604411,0.49787886071998966,-0.34038577465954856,0.0
2023-10-16 14:30:00,178.50900268554688,178.99000549316406,178.2949981689453,178.44400024414062,6155862,179.72898025512694,178.75925931063566,178.24391021728516,175.09752670288086,176.2490961456299,179.14928726734865,179.06382386540866,0.08546340193998958,0.41539576896398966,-0.3299323670240001,0.0
2023-10-16 15:30:00,177.82000732421875,178.69000244140625,177.625,178.52000427246094,4772017,179.69044570922853,178.82766862349078,178.32831024169923,175.1447267150879,176.19045715332032,178.9447826607133,178.971689306802,-0.026906646088718844,0.326935285953448,-0.35384193204216685,0.0
2023-10-16 16:30:00,177.46499633789062,177.94000244140625,176.85000610351562,177.8300018310547,5480319,179.61619567871094,178.8734640641646,178.39821014404296,175.1936766052246,176.12933212280274,178.71712322643288,178.86008242021597,-0.14295919378309918,0.23295639000613858,-0.37591558378923773,0.0
2023-10-16 17:30:00,178.1300048828125,178.35459899902344,177.4300994873047,177.47000122070312,4678814,179.5641960144043,178.90664360739967,178.4776461791992,175.24487670898438,176.09913215637206,178.62679732741438,178.8060026026305,-0.17920527521613394,0.15052405696168408,-0.329729332177818,0.0
2023-10-16 18:30:00,178.7899932861328,178.82000732421875,177.89999389648438,178.125,4680497,179.51619567871094,178.9436888261275,178.554248046875,175.30432662963867,176.07298210144043,178.65190439798647,178.8048167273344,-0.15291232934794152,0.08983677969975896,-0.24274910904770047,0.0
2023-10-16 19:30:00,178.6750030517578,179.0,178.39999389648438,178.7899932861328,6982113,179.36394577026368,178.96973211115056,178.6253482055664,175.3680746459961,176.0503050994873,178.6554580370282,178.79520089951393,-0.13974286248571843,0.043920851262663485,-0.18366371374838192,0.0
2023-10-17 13:30:00,176.4499969482422,176.99000549316406,174.8000030517578,176.64500427246094,15753761,179.09794540405272,178.9358683499423,178.65474822998047,175.4151745605469,176.01797805786134,178.31615633106114,178.62148208830862,-0.3053257572474877,-0.025928470439366746,-0.2793972868081209,0.0
2023-10-17 14:30:00,177.08999633789062,177.25,176.32000732421875,176.4499969482422,7402615,178.8389450073242,178.926777232777,178.7003482055664,175.46707458496093,175.9902565765381,178.12751633211184,178.50803869938878,-0.38052236727693867,-0.09684724980688113,-0.2836751174700575,0.0
2023-10-17 15:30:00,178.22500610351562,178.30999755859375,177.0800018310547,177.0800018310547,5269444,178.73245010375976,178.95757293701172,178.75584838867186,175.5366246032715,175.97378158569336,178.14251475848167,178.4870733219167,-0.34455856343504365,-0.14638951253251364,-0.19816905090253,0.0
2023-10-17 16:30:00,177.6678009033203,178.4199981689453,177.66000366210938,178.22999572753906,4501217,178.63384017944335,178.97081825949928,178.7758023071289,175.60355255126953,175.9476705932617,178.06948185768763,178.42638647609473,-0.35690461840709986,-0.1884925337074309,-0.16841208469966895,0.0
2023-10-17 17:30:00,177.09890747070312,177.8300018310547,176.9499969482422,177.66099548339844,5642528,178.4687858581543,178.95920250632545,178.7745803833008,175.67614166259764,175.95191513061525,177.92016272122848,178.32805469791757,-0.4078919766890863,-0.23237242230376198,-0.1755195543853243,0.0
2023-10-17 18:30:00,176.77000427246094,177.33999633789062,176.36500549316406,177.08999633789062,6304509,178.2707862854004,178.9323844909668,178.75939849853515,175.7508416748047,175.94911514282228,177.74321526757194,178.21264355529115,-0.46942828771921086,-0.27978359538685177,-0.1896446923323591,0.0
2023-10-17 19:30:00,177.13999938964844,177.3000030517578,176.44500732421875,176.77999877929688,6288297,178.10128631591797,178.89374819668856,178.7433984375,175.821541595459,175.94851516723634,177.65041282481445,178.1331884319102,-0.4827756070957605,-0.3203819977286335,-0.162393609367127,0.0
