Datetime,Close,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,SMA20,SMA44,SMA50,SMA100,SMA200,EMA12,EMA26,MACD,MACD_Signal,MACD_Histogram,avg_sentiment
2023-03-03 14:30:00+00:00,233.41009521484375,234.92999267578125,231.3000030517578,233.1999969482422,10094629,,,,,,233.41009521484375,233.41009521484375,0.0,0.0,0.0,0.0
2023-03-03 15:30:00+00:00,232.33999633789062,234.10000610351562,231.86000061035156,233.44000244140625,4601483,,,,,,233.2454646183894,233.33082863136576,-0.08536401297635621,-0.017072802595271244,-0.06829121038108496,0.0
2023-03-03 16:30:00+00:00,233.75,233.75999450683594,231.3863983154297,232.34649658203125,3815060,,,,,,233.32308544632951,233.3618783623757,-0.03879291604619084,-0.021416825285455163,-0.017376090760735676,0.0
2023-03-03 17:30:00+00:00,235.66990661621094,236.07000732421875,233.4197998046875,233.77000427246094,4450644,,,,,,233.68413485708052,233.53284341821535,0.15129143886517227,0.013124827544670321,0.13816661132050195,0.0
2023-03-03 18:30:00+00:00,236.97059631347656,237.0399932861328,235.39999389648438,235.6999969482422,3677958,,,,,,234.18974431191066,233.78749178082728,0.4022525310833771,0.09095036825241169,0.3113021628309654,0.0
2023-03-03 19:30:00+00:00,238.1699981689453,238.74000549316406,236.8699951171875,236.97000122070312,6425514,,,,,,234.80209105914676,234.11212188365084,0.6899691754959179,0.21075412970111296,0.4792150457948049,0.0
2023-03-03 20:30:00+00:00,238.89999389648438,239.0,237.75,238.16709899902344,4362310,,,,,,235.4325376495064,234.46677906978667,0.9657585797197328,0.3617550197048369,0.6040035600148959,0.0
2023-03-06 14:30:00+00:00,241.24000549316406,241.36000061035156,236.7899932861328,238.91000366210938,11494776,,,,,,236.32599424083833,234.9684995455924,1.3574946952459186,0.5609029548130533,0.7965917404328653,0.0
2023-03-06 15:30:00+00:00,240.64999389648438,242.47999572753906,239.88999938964844,241.25999450683594,7612993,,,,,,236.99122495709156,235.38935097899179,1.6018739780997748,0.7690971594703977,0.8327768186293771,0.0
2023-03-06 16:30:00+00:00,239.63999938964844,240.91000366210938,239.25,240.63999938964844,4913601,,,,,,237.39872871594645,235.70421382422563,1.6945148917208144,0.954180705920481,0.7403341858003334,0.0
2023-03-06 17:30:00+00:00,238.189697265625,240.2344970703125,237.5399932861328,239.63999938964844,3773484,,,,,,237.52041618512777,235.88832370877375,1.6320924763540177,1.0897630600071884,0.5423294163468293,0.0
2023-03-06 18:30:00+00:00,236.7698974609375,238.16000366210938,236.49000549316406,238.1300048828125,4320930,,,,,,237.40495176602155,235.9536254681933,1.4513262978282455,1.1620757075713999,0.28925059025684563,0.0
2023-03-06 19:30:00+00:00,235.28500366210938,237.55999755859375,235.2509002685547,236.75999450683594,4682783,,,,,,237.0788059038812,235.90409792700189,1.1747079768793185,1.1646021614329838,0.01010581544633471,0.0
2023-03-06 20:30:00+00:00,235.5399932861328,235.77000427246094,234.8699951171875,235.27000427246094,3946629,,,,,,236.84206550115067,235.87712721286343,0.964938288287243,1.1246693868038355,-0.1597310985165925,0.0
2023-03-07 14:30:00+00:00,236.597900390625,238.5399932861328,233.29379272460938,236.0,10790535,,,,,,236.80450163799287,235.93051781862354,0.8739838193693288,1.0745322733169342,-0.20054845394760545,0.0
2023-03-07 15:30:00+00:00,236.80999755859375,239.47999572753906,236.0399932861328,236.5675048828125,8712539,,,,,,236.80534716423915,235.99566446602876,0.8096826982103948,1.0215623582956264,-0.2118796600852315,0.0
2023-03-07 16:30:00+00:00,240.23959350585938,241.1199951171875,236.6999969482422,236.82000732421875,9400890,,,,,,237.33369275525766,236.3100295800903,1.0236631751673713,1.0219825216699754,0.0016806534973958787,0.0
2023-03-07 17:30:00+00:00,238.1699981689453,241.25,237.9499969482422,240.24000549316406,5280249,,,,,,237.46235512659422,236.4478050311166,1.014550095477631,1.0204960364315065,-0.0059459409538755725,0.0
2023-03-07 18:30:00+00:00,234.2346954345703,238.97999572753906,234.1300048828125,238.1300048828125,6530336,,,,,,236.9657920970521,236.28387098692798,0.681921110124108,0.9527810511700269,-0.2708599410459188,0.0
2023-03-07 19:30:00+00:00,233.1999969482422,234.71910095214844,233.0800018310547,234.19000244140625,5208873,236.78886795043945,,,,,236.3864389972352,236.05543587295125,0.33100312428393863,0.8284254657928092,-0.49742234150887055,0.0
2023-03-07 20:30:00+00:00,232.91000366210938,234.22999572753906,232.41000366210938,233.22000122070312,3672583,236.76386337280275,,,,,235.85160279183123,235.82244089437037,0.029161897460852515,0.6685727521264179,-0.6394108546655654,0.0
2023-03-08 14:30:00+00:00,238.5861053466797,239.3000030517578,234.23500061035156,234.8699951171875,14102662,237.0761688232422,,,,,236.27229549257714,236.02715677972662,0.24513871285051891,0.5838859442712381,-0.33874723142071916,0.0
2023-03-08 15:30:00+00:00,238.27999877929688,240.13999938964844,238.02000427246094,238.55999755859375,7715779,237.30266876220702,,,,,236.58117292130328,236.19403396487996,0.3871389564233141,0.5445365467016533,-0.15739759027833922,0.0
2023-03-08 16:30:00+00:00,238.45660400390625,240.35000610351562,236.86000061035156,238.25999450683594,7221147,237.4420036315918,,,,,236.86970078016526,236.36163174554858,0.5080690346166818,0.537243044284659,-0.02917400966797712,0.0
2023-03-08 17:30:00+00:00,238.63999938964844,239.48500061035156,237.75070190429688,238.47999572753906,5258858,237.52547378540038,,,,,237.14205441239343,236.53039971918562,0.6116546932078109,0.5521253740692894,0.05952931913852144,0.0
2023-03-08 18:30:00+00:00,239.7801055908203,239.9499969482422,237.92999267578125,238.64990234375,4330376,237.60597915649413,,,,,237.54790843984372,236.77111867264003,0.7767897672036952,0.5970582526961705,0.17973151450752467,0.0
2023-03-08 19:30:00+00:00,239.47999572753906,240.22999572753906,238.72000122070312,239.77999877929688,4501253,237.63497924804688,,,,,237.8451526379507,236.9717762322622,0.8733764056885036,0.6523218832946371,0.22105452239386647,0.0
2023-03-08 20:30:00+00:00,241.85000610351562,242.0,239.39999389648438,239.46099853515625,5781456,237.66547927856445,,,,,238.4612839403453,237.33312659309578,1.1281573472495268,0.7474889760856152,0.3806683711639116,0.0
2023-03-09 14:30:00+00:00,241.50999450683594,244.5399932861328,240.67999267578125,241.75,15029423,237.70847930908204,,,,,238.93031633519,237.6425242163358,1.2877921188542132,0.8555496046393347,0.43224251421487847,0.0
2023-03-09 15:30:00+00:00,241.32080078125,242.75,240.9199981689453,241.52000427246094,6145729,237.79251937866212,,,,,239.2980831730454,237.9149891470702,1.383094025975197,0.9610584889065072,0.4220355370686897,0.0
2023-03-09 16:30:00+00:00,241.2100067138672,242.3170928955078,239.75,241.28990173339844,4788133,237.94353485107422,,,,,239.59222525624875,238.1590645223885,1.4331607338602623,1.0554789378972582,0.3776817959630041,0.0
2023-03-09 17:30:00+00:00,239.0,241.3699951171875,238.5,241.2357940673828,4691648,238.05503997802734,,,,,239.50111367836433,238.2213560392486,1.2797576391157293,1.1003346781409524,0.17942296097477684,0.0
2023-03-09 18:30:00+00:00,236.13499450683594,239.00999450683594,235.6302032470703,238.99000549316406,5378506,238.09753952026367,,,,,238.98324919043688,238.06681074055138,0.9164384498855043,1.0635554324898628,-0.14711698260435857,0.0
2023-03-09 19:30:00+00:00,234.05999755859375,237.86109924316406,234.0500030517578,236.16000366210938,6347953,238.0235397338867,,,,,238.22582586246102,237.77000976411009,0.4558160983509367,0.9420075656620777,-0.48619146731114093,0.0
2023-03-09 20:30:00+00:00,234.3000030517578,235.7698974609375,233.82839965820312,234.0800018310547,4874497,237.90864486694335,,,,,237.62185312235283,237.51297222986176,0.10888089249107225,0.7753822310278766,-0.6665013385368044,0.0
2023-03-10 14:30:00+00:00,230.08999633789062,234.8000030517578,227.25999450683594,234.08999633789062,14079280,237.5726448059082,,,,,236.46310592474325,236.96312216378982,-0.5000162390465732,0.5203025370129867,-1.0203187760595598,0.0
2023-03-10 15:30:00+00:00,235.0449981689453,235.52000427246094,230.0800018310547,230.10009765625,7068502,237.3129150390625,,,,,236.24493550077435,236.82103890491246,-0.5761034041381095,0.3010213487827675,-0.877124752920877,0.0
2023-03-10 16:30:00+00:00,232.30999755859375,236.27000427246094,231.22999572753906,235.02000427246094,5660512,237.01991500854493,,,,,235.63956043274658,236.48688769407403,-0.8473272613274503,0.07135162676072393,-0.9186788880881742,0.0
2023-03-10 17:30:00+00:00,229.58030700683594,233.80999755859375,229.47999572753906,232.30999755859375,4281995,236.7871955871582,,,,,234.7073675979911,235.975289124649,-1.267921526657915,-0.19650300392300385,-1.0714185227349111,0.0
2023-03-10 18:30:00+00:00,229.0800018310547,230.7440948486328,228.0500030517578,229.60499572753906,5012469,236.58119583129883,,,,,233.8416190184624,235.4645271029013,-1.6229080844388761,-0.4817840200261784,-1.1411240644126979,0.0
2023-03-10 19:30:00+00:00,230.19000244140625,231.11000061035156,229.0,229.0,4720864,236.44519577026367,,,,,233.27983185276145,235.07382157242017,-1.7939897196587253,-0.7442251599526878,-1.0497645597060377,0.0
2023-03-10 20:30:00+00:00,229.69000244140625,230.3498992919922,228.6999969482422,230.1199951171875,4033974,236.000390625,,,,,232.72755040486066,234.675020155308,-1.9474697504473397,-0.9848740780516182,-0.9625956723957215,0.0
2023-03-13 13:30:00+00:00,227.5,229.61000061035156,222.97000122070312,227.52000427246094,12862609,235.46139068603514,,,,,231.92331188103594,234.14353718084075,-2.2202252998048095,-1.2319443224022566,-0.9882809774025529,0.0
2023-03-13 14:30:00+00:00,231.1999969482422,231.57000732421875,226.83999633789062,227.5,6683979,235.09856033325195,236.0450290333141,,,,231.81203266060612,233.92549716361123,-2.1134645030051047,-1.4082483585228263,-0.7052161444822784,0.0
2023-03-13 15:30:00+00:00,229.55999755859375,232.8000030517578,229.14999389648438,231.2100067138672,4827598,234.64456024169922,235.95752681385386,,,,231.465565721835,233.60212682249883,-2.1365611006638403,-1.5539109069510293,-0.582650193712811,0.0
2023-03-13 16:30:00+00:00,229.1107940673828,231.17990112304688,227.89999389648438,229.54690551757812,4082627,234.11109466552733,235.8841358531605,,,,231.10329315961158,233.26943550730508,-2.1661423476934942,-1.6763571950995222,-0.48978515259397204,0.0
2023-03-13 17:30:00+00:00,231.69500732421875,232.02000427246094,228.52000427246094,229.00999450683594,3587992,233.72184524536132,235.83743147416547,,,,231.1943261080127,233.15281119744682,-1.9584850894341344,-1.7327827739664448,-0.2257023154676896,0.0
2023-03-13 18:30:00+00:00,230.4698944091797,232.97999572753906,229.9001007080078,231.72999572753906,4336841,233.15283966064453,235.71924937855113,,,,231.08287507742298,232.95407662053816,-1.871201543115177,-1.7604665277961913,-0.11073501531898566,0.0
2023-03-13 19:30:00+00:00,229.58999633789062,231.92999267578125,229.5800018310547,230.43499755859375,2800824,232.55683975219728,235.55150847001508,,,,230.85320142518725,232.7048854884902,-1.8516840633029403,-1.7787100348975413,-0.07297402840539902,0.0
2023-03-14 13:30:00+00:00,240.11000061035156,240.3000030517578,234.8000030517578,235.75,12649126,232.49629974365234,235.59559943459251,235.53033935546875,,,232.27732437675098,233.253412534554,-0.9760881578030194,-1.618185659478637,0.6420975016756176,0.0
2023-03-14 14:30:00+00:00,241.47999572753906,241.58999633789062,239.39999389648438,240.13999938964844,6845395,232.50979919433593,235.65423583984375,235.69173736572264,,,233.69311996917992,233.86278906736771,-0.1696690981877964,-1.328482347220469,1.1588132490326726,0.0
2023-03-14 15:30:00+00:00,240.97000122070312,242.19000244140625,240.67999267578125,241.49000549316406,5018729,232.6082992553711,235.64809937910601,235.86433746337892,,,234.81264016172196,234.38924922687406,0.4233909348479017,-0.9781076908067949,1.4014986256546966,0.0
2023-03-14 16:30:00+00:00,240.2050018310547,241.83999633789062,238.82000732421875,240.97000122070312,5154551,232.81179962158203,235.6379859230735,235.9934375,,,235.6422342646962,234.82004571607263,0.8221885486235863,-0.6180484429207187,1.440236991544305,0.0
2023-03-14 17:30:00+00:00,238.7899932861328,240.60940551757812,237.11000061035156,240.19500732421875,4816960,233.04829940795898,235.61866760253906,236.05583923339844,,,236.12650488337874,235.11411590644744,1.0123889769313053,-0.29196095895031393,1.304349935881619,0.0
2023-03-14 18:30:00+00:00,236.9149932861328,239.27999877929688,235.95849609375,238.78500366210938,4528195,233.17904891967774,235.5896970575506,236.05472717285156,,,236.24781079149474,235.24751423086857,1.0002965606261682,-0.03350945503501751,1.0338060156611857,0.0
2023-03-14 19:30:00+00:00,240.6199951171875,240.97000122070312,236.58009338378906,236.91000366210938,4707316,233.70554885864257,235.67719927701083,236.1037271118164,,,236.920454533909,235.64547577800332,1.2749787559056927,0.22818818715312453,1.046790568752568,0.0
2023-03-15 13:30:00+00:00,234.5800018310547,239.0399932861328,234.19000244140625,237.61000061035156,11836526,233.68229904174805,235.66117650812322,236.01732727050782,,,236.56038488731602,235.56655178193304,0.9938331053829756,0.3813171707990948,0.6125159345838809,0.0
