Datetime,Close,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,SMA20,SMA44,SMA50,SMA100,SMA200,EMA12,EMA26,MACD,MACD_Signal,MACD_Histogram,Hour,HourlyCandleCount,Date,avg_sentiment
2023-09-05 16:30:00+00:00,333.0299987792969,333.94000244140625,332.75,333.5450134277344,1065797,,,,,,330.7180950329057,330.21163970866706,0.5064553242386296,-0.021234764578791754,0.5276900888174214,16,4,2023-09-05,0.0
2023-09-05 17:30:00+00:00,333.6759948730469,334.0799865722656,332.9200134277344,333.0400085449219,1020332,,,,,,331.17315654677355,330.46825860973223,0.7048979370413235,0.12399177574523132,0.5809061612960922,17,5,2023-09-05,0.0
2023-09-05 18:30:00+00:00,333.55999755859375,334.2300109863281,333.2799987792969,333.70001220703125,1255143,,,,,,331.5403628562844,330.6972763096479,0.8430865466364708,0.2678107299234792,0.5752758167129916,18,6,2023-09-05,0.0
2023-09-05 19:30:00+00:00,333.5799865722656,334.30999755859375,333.2799987792969,333.57000732421875,1720967,,,,,,331.8541511202815,330.91081040317516,0.9433407171063095,0.4029167273600453,0.5404239897462642,19,7,2023-09-05,0.0
2023-09-06 13:30:00+00:00,331.59051513671875,334.4599914550781,331.2510070800781,333.3800048828125,3818991,,,,,,331.81359173819493,330.96115890195614,0.8524328362387905,0.4928199491357944,0.3596128871029961,13,1,2023-09-06,0.0
2023-09-06 14:30:00+00:00,332.18499755859375,332.6400146484375,331.0199890136719,331.55999755859375,1840267,,,,,,331.87073109517934,331.05181361726267,0.8189174779166706,0.5580394548919697,0.26087802302470087,14,2,2023-09-06,0.0
2023-09-06 15:30:00+00:00,330.8888854980469,332.4100036621094,330.8299865722656,332.17999267578125,1272681,,,,,,331.7196779263897,331.0397448676911,0.6799330586985661,0.582418175653289,0.09751488304527711,15,3,2023-09-06,0.0
2023-09-06 16:30:00+00:00,331.1300048828125,331.489990234375,330.17999267578125,330.8800048828125,1435193,,,,,,331.6289589966086,331.04643079473715,0.5825282018714688,0.582440180896925,8.802097454385649e-05,16,4,2023-09-06,0.0
2023-09-06 17:30:00+00:00,331.614990234375,331.69000244140625,330.8399963378906,331.1099853515625,990228,,,,,,331.626809956265,331.08854630878443,0.5382636474805622,0.5736048742136525,-0.03534122673309026,17,5,2023-09-06,0.0
2023-09-06 18:30:00+00:00,331.7900085449219,332.5400085449219,331.29998779296875,331.614990234375,1484401,330.930729675293,,,,,331.651917431443,331.1405064744242,0.5114109570187679,0.5611660907746756,-0.04975513375590768,18,6,2023-09-06,0.0
2023-09-06 19:30:00+00:00,332.8699951171875,333.2900085449219,331.57000732421875,331.7699890136719,1988060,331.0697296142578,,,,,331.83931399848063,331.26861674425857,0.5706972542220683,0.5630723234641541,0.00762493075791415,19,7,2023-09-06,0.0
2023-09-07 13:30:00+00:00,331.0899963378906,332.04998779296875,330.0199890136719,331.8599853515625,3320643,331.1927291870117,,,,,331.7240343583899,331.25538560304614,0.46864875534373596,0.5441876098400705,-0.07553885449633457,13,1,2023-09-07,0.0
2023-09-07 14:30:00+00:00,330.6499938964844,333.0799865722656,330.5799865722656,331.1000061035156,2232353,331.3197296142578,,,,,331.5587973642506,331.21054177293047,0.3482555913201395,0.5050012061360843,-0.15674561481594484,14,2,2023-09-07,0.0
2023-09-07 15:30:00+00:00,331.510009765625,332.1300048828125,330.3999938964844,330.6600036621094,1322195,331.52922973632815,,,,,331.5512915798467,331.23272458720413,0.31856699264255894,0.46771436343737927,-0.14914737079482032,15,3,2023-09-07,0.0
2023-09-07 16:30:00+00:00,330.6700134277344,331.75,330.29998779296875,331.55999755859375,1344976,331.7032302856445,,,,,331.41571032567555,331.1910422790953,0.2246680465802342,0.41910510006595025,-0.19443705348571605,16,4,2023-09-07,0.0
2023-09-07 17:30:00+00:00,329.3299865722656,330.80999755859375,329.3299865722656,330.75,1647081,331.75572967529297,,,,,331.0948297482279,331.05318630081166,0.04164344741622017,0.3436127695360043,-0.3019693221197841,17,5,2023-09-07,0.0
2023-09-07 18:30:00+00:00,330.2799987792969,330.57000732421875,329.0299987792969,329.3299865722656,1564749,331.8367294311523,,,,,330.9694711376231,330.99591315106983,-0.02644201344674002,0.26960181293945545,-0.2960438263861955,18,6,2023-09-07,0.0
2023-09-07 19:30:00+00:00,329.9200134277344,331.010009765625,329.9200134277344,330.2950134277344,2402170,331.80872955322263,,,,,330.8080161053325,330.9162168752672,-0.1082007699346832,0.19404129636462775,-0.30224206629931094,19,7,2023-09-07,0.0
2023-09-08 13:30:00+00:00,335.4700012207031,335.95001220703125,329.4599914550781,330.0899963378906,4562519,331.918229675293,,,,,331.5252445846203,331.25353423418835,0.27171035043193115,0.20957510717808844,0.062135243253842704,13,1,2023-09-08,0.0
2023-09-08 14:30:00+00:00,335.0899963378906,335.92999267578125,333.6802978515625,335.4700012207031,2377715,331.9962692260742,,,,,332.07366793127727,331.5377166122404,0.535951319036883,0.2748503495498474,0.2611009694870356,14,2,2023-09-08,0.0
2023-09-08 15:30:00+00:00,334.80999755859375,336.1600036621094,334.6300048828125,335.1099853515625,2244835,332.08526916503905,,,,,332.4946417200952,331.78010779345175,0.7145339266434689,0.3627870649685717,0.3517468616748972,15,3,2023-09-08,0.0
2023-09-08 16:30:00+00:00,334.989990234375,335.4200134277344,333.9200134277344,334.8399963378906,1156737,332.15096893310545,,,,,332.87854149152287,332.0178768631498,0.8606646283730583,0.4623625776494691,0.39830205072358926,16,4,2023-09-08,0.0
2023-09-08 17:30:00+00:00,334.5299987792969,336.04998779296875,334.1512145996094,335.0,1940625,332.1994689941406,,,,,333.1326118434881,332.2039599680496,0.9286518754385042,0.5556204372072762,0.3730314382312281,17,5,2023-09-08,0.0
2023-09-08 18:30:00+00:00,333.6400146484375,334.8096923828125,333.4599914550781,334.510009765625,1460589,332.20247039794924,,,,,333.21067381348035,332.3103343888191,0.9003394246612402,0.624564234698069,0.2757751899631712,18,6,2023-09-08,0.0
2023-09-08 19:30:00+00:00,334.29998779296875,334.5,333.1700134277344,333.6400146484375,2062554,332.3379440307617,,,,,333.37826057955544,332.45771612245983,0.920544457095616,0.6837602791775784,0.23678417791803763,19,7,2023-09-08,0.0
2023-09-11 13:30:00+00:00,336.57501220703125,338.07000732421875,335.42999267578125,337.5799865722656,3920339,332.5574447631836,,,,,333.870068522244,332.76270101761327,1.1073675046307585,0.7684817242682145,0.338885780362544,13,1,2023-09-11,0.0
2023-09-11 14:30:00+00:00,337.19000244140625,337.3800048828125,335.5,336.6300048828125,1519343,332.87250061035155,,,,,334.38082758673056,333.09064927122756,1.2901783155029989,0.8728210425151715,0.41735727298782743,14,2,2023-09-11,0.0
2023-09-11 15:30:00+00:00,336.989990234375,337.5,336.3299865722656,337.20001220703125,1122255,333.1654998779297,,,,,334.7822372248297,333.37948934257184,1.40274788225787,0.9788064104637113,0.42394147179415875,15,3,2023-09-11,0.0
2023-09-11 16:30:00+00:00,337.0299987792969,337.0899963378906,335.9100036621094,337.010009765625,967415,333.4362503051758,,,,,335.12804669474775,333.6498974489959,1.4781492457518652,1.078674977521342,0.39947426823052323,16,4,2023-09-11,0.0
2023-09-11 17:30:00+00:00,338.2250061035156,338.2900085449219,337.0400085449219,337.0400085449219,1304718,333.7580001831055,,,,,335.60450198840437,333.9887943863677,1.6157076020366503,1.1860815024244038,0.4296260996122465,17,5,2023-09-11,0.0
2023-09-11 18:30:00+00:00,337.9659118652344,338.4200134277344,337.1300048828125,338.22210693359375,1355243,334.01279602050784,,,,,335.967795815609,334.28339568109857,1.6844001345104402,1.2857452288416111,0.3986549056688291,18,6,2023-09-11,0.0
2023-09-11 19:30:00+00:00,337.9599914550781,338.17999267578125,337.54998779296875,337.9599914550781,1939672,334.3562957763672,,,,,336.27428745245044,334.5557361088008,1.7185513436496649,1.372306451803222,0.3462448918464429,19,7,2023-09-11,0.0
2023-09-12 13:30:00+00:00,334.3500061035156,336.7900085449219,334.17999267578125,335.81500244140625,3180019,334.5412963867187,,,,,335.9782441679989,334.54049684915,1.437747318848949,1.3853946252123674,0.05235269363658146,13,1,2023-09-12,0.0
2023-09-12 14:30:00+00:00,332.6300048828125,334.8500061035156,332.2200012207031,334.30999755859375,2348036,334.5972961425781,332.6518298062411,,,,335.4631304318164,334.3989789257176,1.064151506098824,1.3211460013896588,-0.25699449529083473,14,2,2023-09-12,0.0
2023-09-12 15:30:00+00:00,333.4721984863281,334.0599060058594,332.6400146484375,332.6400146484375,1394457,334.73740539550784,332.7286980368874,,,,335.1568332094336,334.33032852279985,0.8265046866337684,1.222217738438481,-0.3957130518047125,15,3,2023-09-12,0.0
2023-09-12 16:30:00+00:00,333.8800048828125,334.239990234375,332.95001220703125,333.45001220703125,955611,334.9649063110352,332.8480162187056,,,,334.9603980822611,334.2969712161341,0.6634268661269971,1.110459563976184,-0.447032697849187,16,4,2023-09-12,0.0
2023-09-12 17:30:00+00:00,332.3500061035156,334.1499938964844,331.8800048828125,333.92999267578125,1435585,335.0684066772461,332.94438032670456,,,,334.5587993163002,334.15275157816234,0.40604773813788597,0.9695771988085244,-0.5635294606706385,17,5,2023-09-12,0.0
2023-09-12 18:30:00+00:00,331.9549865722656,332.7799987792969,331.4800109863281,332.3500061035156,1387669,335.17015533447267,333.04972076416016,,,,334.1582127402949,333.98995417031813,0.16825856997678557,0.8093134730421767,-0.6410549030653911,18,6,2023-09-12,0.0
2023-09-12 19:30:00+00:00,331.75,333.1099853515625,331.4800109863281,331.9800109863281,2552547,334.9841552734375,333.15335707231003,,,,333.78771847255723,333.82403163918343,-0.036313166626200655,0.6401881451085013,-0.676501311734702,19,7,2023-09-12,0.0
2023-09-13 13:30:00+00:00,333.44000244140625,335.2699890136719,331.1700134277344,331.30999755859375,3205370,334.90165557861326,333.2706298828125,332.67055419921877,,,333.734223698534,333.7955850319407,-0.06136133340669403,0.49987824940546227,-0.5612395828121564,13,1,2023-09-13,0.0
2023-09-13 14:30:00+00:00,335.4599914550781,335.4599914550781,333.44000244140625,333.4700012207031,1832222,334.9341552734375,333.42517505992544,332.7779541015625,,,333.99972643031,333.9188743966175,0.08085203369245164,0.4160730062628602,-0.33522097257040856,14,2,2023-09-13,0.0
2023-09-13 15:30:00+00:00,335.8890075683594,335.8999938964844,333.9281921386719,335.4700012207031,1335581,334.9791061401367,333.5481068004261,332.92313415527343,,,334.29038506693297,334.0648101871169,0.22557487981606528,0.37797338097350125,-0.15239850115743597,15,3,2023-09-13,0.0
2023-09-13 16:30:00+00:00,335.9800109863281,336.44000244140625,335.260009765625,335.9100036621094,1251705,335.0516067504883,333.6094707142223,333.0805346679688,,,334.5503275160707,334.20667691298445,0.34365060308624606,0.3711088253960502,-0.02745822230980416,16,4,2023-09-13,0.0
2023-09-13 17:30:00+00:00,336.6499938964844,336.8500061035156,335.8699951171875,336.010009765625,1264202,335.2021057128906,333.68039772727275,333.2671343994141,,,334.8733531130574,334.3876633562067,0.4856897568507179,0.3940250116869838,0.09166474516373413,17,5,2023-09-13,0.0
2023-09-13 18:30:00+00:00,335.3399963378906,336.7300109863281,334.4599914550781,336.6700134277344,1422958,335.25410614013674,333.73289767178625,333.43013427734377,,,334.9451443784164,334.4582065400352,0.4869378383812091,0.41260757702582884,0.07433026135538023,18,6,2023-09-13,0.0
2023-09-13 19:30:00+00:00,335.9200134277344,336.42999267578125,335.1449890136719,335.3599853515625,1825295,335.2213562011719,333.7838980934837,333.5829345703125,,,335.0951242321576,334.5664885317166,0.5286357004410434,0.4358132017088718,0.09282249873217158,19,7,2023-09-13,0.0
2023-09-14 13:30:00+00:00,337.82550048828125,340.0799865722656,336.57000732421875,339.9800109863281,4322318,335.2531311035156,333.8808413418856,333.76624450683596,,,335.5151821177151,334.8078968247955,0.7072852929196074,0.4901076199510189,0.21717767296858848,13,1,2023-09-14,0.0
2023-09-14 14:30:00+00:00,339.75,340.8599853515625,337.739990234375,337.8900146484375,2605706,335.39113159179686,334.0210689197887,333.9516442871094,,,336.1666925611435,335.1739785414773,0.9927140196662094,0.5906288998940571,0.40208511977215233,14,2,2023-09-14,0.0
2023-09-14 15:30:00+00:00,339.9800109863281,340.7099914550781,338.3949890136719,339.7300109863281,2810924,335.53863220214845,334.2117392800071,334.08564453125,,,336.7533569342488,335.52998094479955,1.2233759894492664,0.717178317805099,0.5061976716441674,15,3,2023-09-14,0.0
2023-09-14 16:30:00+00:00,339.3399963378906,340.2760925292969,339.2300109863281,339.9750061035156,1240585,335.59438171386716,334.37435288862747,334.2018603515625,,,337.151301457886,335.81220430725074,1.3390971506352685,0.8415620843711329,0.4975350662641356,16,4,2023-09-14,0.0
2023-09-14 17:30:00+00:00,338.45001220703125,339.8599853515625,338.3800048828125,339.3699951171875,1191728,335.618586730957,334.54619667746806,334.31026062011716,,,337.35110311160065,336.00759748501224,1.34350562658841,0.9419507928145885,0.4015548337738215,17,5,2023-09-14,0.0
2023-09-14 18:30:00+00:00,338.3599853515625,339.7799987792969,338.2799987792969,338.4700012207031,1718653,335.6385864257812,334.7105144153942,334.4039404296875,,,337.5063157639025,336.18184843809,1.3244673258124635,1.0184540994141635,0.3060132263983,18,6,2023-09-14,0.0
2023-09-14 19:30:00+00:00,338.67999267578125,339.2300109863281,338.17999267578125,338.3550109863281,2201949,335.8550857543945,334.8710826526989,334.50634033203124,,,337.68688144265303,336.3668961594005,1.3199852832525494,1.0787603361818408,0.24122494707070863,19,7,2023-09-14,0.0
2023-09-15 13:30:00+00:00,333.5700988769531,337.3974914550781,332.0299987792969,336.9200134277344,10565250,335.90209045410154,334.9115392511541,334.506142578125,,,337.0535302786992,336.15972599033034,0.8938042883688695,1.0417691266192466,-0.1479648382503771,13,1,2023-09-15,0.0
2023-09-15 14:30:00+00:00,332.4200134277344,333.9800109863281,331.67999267578125,333.5516052246094,2825251,335.8494812011719,334.90131239457565,334.5227325439453,,,336.3406815323969,335.8827102449529,0.4579712874440247,0.9250095587842022,-0.4670382713401775,14,2,2023-09-15,0.0
2023-09-15 15:30:00+00:00,332.4700012207031,332.80999755859375,331.5799865722656,332.44000244140625,1838517,335.7789810180664,334.9326761419123,334.5284326171875,,,335.74519225367476,335.6299169838973,0.11527526977744174,0.7630627009828501,-0.6477874312054084,15,3,2023-09-15,0.0
2023-09-15 16:30:00+00:00,331.1499938964844,333.4200134277344,331.04998779296875,332.42999267578125,2202741,335.71898040771487,334.9440397782759,334.5336547851563,,,335.03823866026084,335.29807082927414,-0.2598321690132934,0.5584837269836215,-0.8183158959969149,16,4,2023-09-15,0.0
2023-09-15 17:30:00+00:00,330.46978759765625,331.75,330.3800048828125,331.0899963378906,2447256,335.64472045898435,334.92039836536753,334.5204504394531,,,334.3354000352448,334.9404202195247,-0.6050201842799083,0.32578294473091557,-0.9308031290108238,17,5,2023-09-15,0.0
2023-09-15 18:30:00+00:00,331.1099853515625,331.3800048828125,329.6499938964844,330.4599914550781,1837690,335.6127197265625,334.93039772727275,334.5103503417969,,,333.83918239160135,334.65668430337934,-0.8175019117779811,0.09712597342913623,-0.9146278852071174,18,6,2023-09-15,0.0
2023-09-15 19:30:00+00:00,330.2099914550781,331.44000244140625,330.04998779296875,331.1199951171875,2558159,335.4512191772461,334.95039783824575,334.47875,,,333.28084532444393,334.32729964794964,-1.0464543235057135,-0.13159008595783372,-0.9148642375478798,19,7,2023-09-15,0.0
2023-09-18 13:30:00+00:00,328.8999938964844,330.31500244140625,326.8500061035156,327.79998779296875,4113749,335.1232192993164,334.91903409090907,334.39934997558595,,,332.60686818168097,333.925276999693,-1.318408818012017,-0.3689538323686704,-0.9494549856433466,13,1,2023-09-18,0.0
2023-09-18 14:30:00+00:00,329.80999755859375,329.8299865722656,328.05999755859375,328.95001220703125,1786341,334.81926879882815,334.9165337302468,334.37375,,,332.1765803935137,333.6204414855375,-1.4438610920238375,-0.5839352842997039,-0.8599258077241336,14,2,2023-09-18,0.0
2023-09-18 15:30:00+00:00,329.260009765625,330.3999938964844,328.8999938964844,329.7699890136719,1307131,334.48326873779297,334.7753975608132,334.3459503173828,,,331.72787721999237,333.29744654332177,-1.5695693233294037,-0.7810620921056439,-0.7885072312237598,15,3,2023-09-18,0.0
2023-09-18 16:30:00+00:00,328.4599914550781,329.6199951171875,327.94000244140625,329.2900085449219,1091090,334.07376861572266,334.6247156316584,334.2849499511719,,,331.22512556385175,332.9391165367852,-1.713990972933459,-0.967647868271207,-0.7463431046622521,16,4,2023-09-18,0.0
2023-09-18 17:30:00+00:00,327.94500732421875,328.6400146484375,327.3399963378906,328.4800109863281,1161643,333.7040191650391,334.4686931263317,334.2304498291016,,,330.7204919885236,332.5691825210396,-1.8486905325160023,-1.143856401120166,-0.7048341313958364,17,5,2023-09-18,0.0
2023-09-18 18:30:00+00:00,327.77630615234375,328.1700134277344,326.3599853515625,327.9599914550781,1609716,333.29683380126954,334.30474576083094,334.19937622070313,,,330.267540321419,332.2141546418769,-1.9466143204579112,-1.304407984987715,-0.6422063354701961,18,6,2023-09-18,0.0
2023-09-18 19:30:00+00:00,329.1000061035156,329.32000732421875,327.2200012207031,327.739990234375,1881281,332.8605590820313,334.1813368363814,334.1757763671875,,,330.0879196725108,331.9834769723687,-1.8955572998578987,-1.4226378479617519,-0.4729194518961468,19,7,2023-09-18,0.0
2023-09-19 13:30:00+00:00,325.69000244140625,328.75,324.8699951171875,326.1700134277344,4620100,332.1575592041016,334.00065474076706,334.09117614746094,,,329.4113170215716,331.5172936737789,-2.105976652207289,-1.5593056088108592,-0.5466710433964299,13,1,2023-09-19,0.0
2023-09-19 14:30:00+00:00,325.6499938964844,326.0,324.510009765625,325.67999267578125,2053662,331.44105834960936,333.8040639703924,333.89477600097655,,,328.8326519254044,331.0826788754608,-2.2500269500563945,-1.6974498770599662,-0.5525770729964283,14,2,2023-09-19,0.0
2023-09-19 15:30:00+00:00,326.04998779296875,326.6780090332031,325.489990234375,325.6000061035156,1275221,330.7765579223633,333.5648588700728,333.71397583007814,,,328.4045497511835,330.70988694342435,-2.30533719224087,-1.8190273400961472,-0.4863098521447229,15,3,2023-09-19,0.0
2023-09-19 16:30:00+00:00,326.7950134277344,327.3599853515625,325.55999755859375,326.0199890136719,1133097,330.1938079833984,333.32860911976206,333.5536761474609,,,328.1569287783451,330.4198963126325,-2.262967534287384,-1.9078153789343948,-0.35515215535298905,16,4,2023-09-19,0.0
2023-09-19 17:30:00+00:00,328.0299987792969,328.6700134277344,326.79998779296875,326.79998779296875,1383575,329.6773086547852,333.12497295032847,333.4144763183594,,,328.13740108618384,330.2428668657188,-2.1054657795349385,-1.9473454590545036,-0.1581203204804349,17,5,2023-09-19,0.0
2023-09-19 18:30:00+00:00,328.25,329.19000244140625,327.55010986328125,328.0400085449219,1300260,329.1558090209961,332.92542752352625,333.28887634277345,,,328.15472399600174,330.0952470978878,-1.9405231018860718,-1.9459809876208172,0.005457885734745371,18,6,2023-09-19,0.0
2023-09-19 19:30:00+00:00,328.6300048828125,329.3900146484375,328.0899963378906,328.2200012207031,1896048,328.90880432128904,332.70735931396484,333.1886761474609,,,328.22784413243414,329.98671063751186,-1.7588665050777195,-1.9085580911121978,0.1496915860344783,19,7,2023-09-19,0.0
2023-09-20 13:30:00+00:00,327.6792907714844,329.5899963378906,327.3900146484375,329.510009765625,3616952,328.67176818847656,332.4735724709251,333.05626220703124,,,328.14345130767265,329.8157906474358,-1.6723393397631412,-1.8613143408423867,0.18897500107924547,13,1,2023-09-20,0.0
2023-09-20 14:30:00+00:00,326.5350036621094,328.3800048828125,326.27178955078125,327.6400146484375,1948714,328.37501831054686,332.21391365744853,332.8554620361328,,,327.89599782373983,329.5727693892635,-1.6767715655236657,-1.8244057857786427,0.14763422025497697,14,2,2023-09-20,0.0
2023-09-20 15:30:00+00:00,326.7215881347656,327.22821044921875,325.0299987792969,326.4808044433594,1383762,328.1535980224609,332.0405405217951,332.64609375,,,327.7153194100515,329.3615707778192,-1.646251367767718,-1.7887749021764578,0.14252353440873988,15,3,2023-09-20,0.0
2023-09-20 16:30:00+00:00,326.05999755859375,326.9849853515625,325.9200134277344,326.7278137207031,1105140,327.9331085205078,331.8912221735174,332.42749389648435,,,327.46065450982724,329.1170097986173,-1.6563552887900528,-1.762290979499177,0.10593569070912423,16,4,2023-09-20,0.0
2023-09-20 17:30:00+00:00,325.260009765625,326.239990234375,323.8900146484375,326.0799865722656,2278064,327.64060974121094,331.7045815207741,332.1920941162109,,,327.12209377995,328.83130609246973,-1.7092123125197531,-1.7516752461032923,0.04246293358353914,17,5,2023-09-20,0.0
2023-09-20 18:30:00+00:00,323.3999938964844,326.6271057128906,322.6300048828125,325.2500915527344,2865780,327.30010986328125,331.46639945290303,331.8955938720703,,,326.54946302864755,328.4289866705449,-1.8795236418973218,-1.7772449252620983,-0.10227871663522348,18,6,2023-09-20,0.0
2023-09-20 19:30:00+00:00,320.760009765625,323.5299987792969,320.510009765625,323.4100036621094,3360298,326.89311065673826,331.20299044522375,331.5514758300781,,,325.65877791125945,327.86091430721746,-2.202136395958007,-1.8622232194012802,-0.3399131765567269,19,7,2023-09-20,0.0
2023-09-21 13:30:00+00:00,320.70001220703125,324.1499938964844,315.0,319.260009765625,9500371,326.43761138916017,330.9471955732866,331.2062762451172,,,324.8958908798397,327.3304771146111,-2.434586234771359,-1.9766958224752962,-0.457890412296063,13,1,2023-09-21,0.0
2023-09-21 14:30:00+00:00,322.0199890136719,325.34991455078125,320.2799987792969,320.6643981933594,6389957,326.0756103515625,330.72605895996094,330.9596759033203,,,324.45344443889087,326.93710762565263,-2.48366318676176,-2.078089295332589,-0.4055738914291709,14,2,2023-09-21,0.0
2023-09-21 15:30:00+00:00,320.69000244140625,322.8829040527344,320.239990234375,322.0400085449219,2748884,325.6871109008789,330.4362862326882,330.7208758544922,,,323.87445336235476,326.4743590934862,-2.5999057311314573,-2.182452582492363,-0.41745314863909444,15,3,2023-09-21,0.0
2023-09-21 16:30:00+00:00,322.7900085449219,323.3999938964844,320.3900146484375,320.69000244140625,2376718,325.4293609619141,330.1483320756392,330.5072320556641,,,323.70761569813436,326.201444238037,-2.4938285399026654,-2.2447277739744234,-0.24910076592824204,16,4,2023-09-21,0.0
2023-09-21 17:30:00+00:00,320.489990234375,323.0799865722656,320.4800109863281,322.760009765625,2065611,325.06504516601564,329.7983544089577,330.2394317626953,,,323.21259639601755,325.7783735710991,-2.565777175081564,-2.3089376541958515,-0.2568395208857126,17,5,2023-09-21,0.0
2023-09-21 18:30:00+00:00,320.67999267578125,321.3699951171875,319.55999755859375,320.489990234375,3005180,324.64404449462893,329.4506267200817,330.00603149414064,,,322.8229650544427,325.4007157270015,-2.577750672558807,-2.362700257868443,-0.215050414690364,18,6,2023-09-21,0.0
2023-09-21 19:30:00+00:00,319.5400085449219,321.760009765625,319.5,320.6499938964844,3824741,324.3365447998047,329.06176341663706,329.75773193359373,,,322.31789482220876,324.9665892690697,-2.6486944468609295,-2.41989909566694,-0.2287953511939893,19,7,2023-09-21,0.0
2023-09-22 13:30:00+00:00,319.4100036621094,321.45001220703125,317.80999755859375,321.32000732421875,4064881,324.02454528808596,328.6997181285511,329.51093200683596,,,321.8705269514242,324.55499033522074,-2.684463383796526,-2.4728119532928576,-0.21165143050366853,13,1,2023-09-22,0.0
2023-09-22 14:30:00+00:00,320.55999755859375,321.0400085449219,319.2300109863281,319.4100036621094,2793607,323.7500457763672,328.35062685879797,329.2533319091797,330.9619430541992,,321.66890704483495,324.25906494435947,-2.590157899524513,-2.496281142539189,-0.09387675698532405,14,2,2023-09-22,0.0
2023-09-22 15:30:00+00:00,319.7049865722656,320.70001220703125,318.92498779296875,320.5899963378906,1618065,323.3955444335937,327.9387969970703,328.93823181152345,330.858092956543,,321.3667654336705,323.9217258056858,-2.55496037201533,-2.5080169884344174,-0.046943383580912545,15,3,2023-09-22,0.0
2023-09-22 16:30:00+00:00,318.2300109863281,320.1300048828125,318.01251220703125,319.67999267578125,1419112,322.9055450439453,327.44970633766866,328.5850518798828,330.7540930175781,,320.88418782638706,323.5001173005482,-2.6159294741611347,-2.5295994855797614,-0.08632998858137331,16,4,2023-09-22,0.0
2023-09-22 17:30:00+00:00,317.3799133300781,318.239990234375,316.5899963378906,318.2398986816406,1673500,322.3620407104492,326.9360677545721,328.21304992675783,330.6467922973633,,320.34506867310876,323.04676885829116,-2.7017001851824034,-2.56401962550029,-0.13768055968211357,17,5,2023-09-22,0.0
2023-09-22 18:30:00+00:00,318.75,319.29998779296875,317.0799865722656,317.3599853515625,1622542,321.86804046630857,326.4681132923473,327.8550500488281,330.56109222412107,,320.0996734926305,322.7284896836029,-2.6288161909724295,-2.576978938594718,-0.05183725237771153,18,6,2023-09-22,0.0
2023-09-22 19:30:00+00:00,317.0199890136719,318.8500061035156,316.1499938964844,318.7900085449219,2795888,321.33507537841797,325.98106731068003,327.48864990234375,330.45939208984373,,319.625875880483,322.3056377821265,-2.6797619016434737,-2.597535531204469,-0.08222637043900471,19,7,2023-09-22,0.0
