Datetime,Close,High_GOOG,Low_GOOG,Open_GOOG,Volume_GOOG,SMA20,SMA44,SMA50,SMA100,SMA200,EMA12,EMA26,MACD,MACD_Signal,MACD_Histogram,avg_sentiment
2023-10-12 16:30:00,140.27999877929688,141.8000030517578,140.00999450683594,141.8000030517578,2397525,140.6140899658203,138.7632404674183,138.17845581054686,135.09295928955078,135.90284629821778,141.00701090774405,140.1033994395275,0.9036114682165532,1.044367498545759,-0.1407560303292057,0.0
2023-10-12 17:30:00,140.16000366210938,140.4600067138672,139.4499969482422,140.27000427246094,2127386,140.63959045410155,138.85532934015447,138.30415588378906,135.16775939941405,135.91784629821777,140.87670210072332,140.10759234490394,0.769109755819386,0.9893159500004844,-0.22020619418109844,0.0
2023-10-12 18:30:00,140.47999572753906,140.72000122070312,140.00999450683594,140.14999389648438,1613460,140.68759002685547,138.96623819524592,138.44705169677735,135.25180938720703,135.93564628601075,140.81567035100267,140.1351777806547,0.6804925703479796,0.9275512740699835,-0.2470587037220039,0.0
2023-10-12 19:30:00,140.27999877929688,140.69000244140625,140.1199951171875,140.47000122070312,2075036,140.73859024047852,139.07487453113902,138.59115173339845,135.3412094116211,135.9523462677002,140.733259339971,140.1459052620356,0.5873540779354016,0.8595118348430673,-0.27215775690766564,0.0
2023-10-13 13:30:00,140.0800018310547,141.33999633789062,139.85499572753906,140.64999389648438,3825151,140.73659057617186,139.16305646029386,138.72635162353515,135.42040939331054,135.9701963043213,140.6327581847531,140.14102352640737,0.4917346583457345,0.7859563995436007,-0.29422174119786626,0.0
2023-10-13 14:30:00,138.75,140.32949829101562,138.4499969482422,140.07000732421875,2356583,140.64384078979492,139.22078358043325,138.81725158691407,135.4952993774414,135.98280029296876,140.34310307940646,140.0379847466735,0.30511833273297384,0.6897887861814754,-0.3846704534485016,0.0
2023-10-13 15:30:00,138.97999572753906,139.05999755859375,138.0800018310547,138.75,1917366,140.596590423584,139.30676546963778,138.88625152587892,135.57629928588867,135.9946002960205,140.13339425604224,139.95961518970057,0.17377906634166607,0.5865868422135135,-0.41280777587184747,0.0
2023-10-13 16:30:00,138.10000610351562,139.3300018310547,138.0399932861328,138.96409606933594,1905642,140.52159042358397,139.37222012606534,138.92608978271485,135.64114929199218,136.00115036010743,139.82056530949967,139.8218663685017,-0.0013010590020314794,0.46900926197040455,-0.470310320972436,0.0
2023-10-13 17:30:00,138.5,138.80999755859375,137.97000122070312,138.10000610351562,2027916,140.46459045410157,139.43097027865323,138.98408966064454,135.70824935913086,136.0139503479004,139.61740141573048,139.7239503412053,-0.10654892547481154,0.35389762448136136,-0.4604465499561729,0.0
2023-10-13 18:30:00,138.60000610351562,139.22999572753906,138.44000244140625,138.50999450683594,2045889,140.43509063720703,139.48847025090998,139.04608978271483,135.7781494140625,136.02455039978028,139.4608790600051,139.64069521248754,-0.17981615248243088,0.24715486908860293,-0.42697102157103384,0.0
2023-10-13 19:30:00,138.58999633789062,138.75999450683594,138.3800048828125,138.60000610351562,2502863,140.29709014892578,139.5468725724654,139.09388977050781,135.84574935913085,136.03595039367676,139.32689710275673,139.56286566622111,-0.23596856346438244,0.15053018257800588,-0.3864987460423883,0.0
2023-10-16 13:30:00,140.6300048828125,140.77999877929688,139.32000732421875,139.72999572753906,3935098,140.25809020996093,139.64812261408025,139.1822897338867,135.9338993835449,136.05664993286132,139.5273752227653,139.64191301559825,-0.11453779283294807,0.09751658749581509,-0.21205438032876317,0.0
2023-10-16 14:30:00,140.24000549316406,140.90499877929688,139.88999938964844,140.63999938964844,1977901,140.2135902404785,139.7442592274059,139.2831539916992,136.0143994140625,136.07159996032715,139.6370106489805,139.6862161620846,-0.0492055131041127,0.06817216737582954,-0.11737768047994224,0.0
2023-10-16 15:30:00,140.0749969482422,140.3800048828125,139.64999389648438,140.22999572753906,1548879,140.1731948852539,139.8084637035023,139.38025390625,136.12554931640625,136.0874644470215,139.7043931565592,139.715014738837,-0.01062158227779264,0.0524134174451051,-0.06303499972289775,0.0
2023-10-16 16:30:00,140.02999877929688,140.49000549316406,139.5,140.0800018310547,1515797,140.10669479370117,139.87232728437945,139.46255401611327,136.2436492919922,136.10396446228026,139.75448632928808,139.73834688998218,0.01613943930590267,0.04515862181726462,-0.02901918251136195,0.0
2023-10-16 17:30:00,140.69000244140625,140.85000610351562,139.94000244140625,140.0399932861328,1564783,140.06419525146484,139.92721384221858,139.55495391845704,136.3597492980957,136.1290145111084,139.89841188499858,139.80883989379137,0.08957199120720816,0.05404129569525333,0.03553069551195483,0.0
2023-10-16 18:30:00,140.67999267578125,140.81500244140625,140.4600067138672,140.6999969482422,1555124,140.0131950378418,139.97562269731,139.6481478881836,136.4752491760254,136.15263946533204,140.01865508358054,139.8733697294943,0.14528535408624066,0.0722901073734508,0.07299524671278985,0.0
2023-10-16 19:30:00,140.47000122070312,140.77999877929688,140.3699951171875,140.6750030517578,2589156,139.94719543457032,140.009145563299,139.7340478515625,136.5886491394043,136.17963943481445,140.08809295083017,139.91756465476902,0.17052829606114983,0.09193774511099062,0.07859055095015921,0.0
2023-10-17 13:30:00,140.00999450683594,140.1699981689453,138.52870178222656,140.02999877929688,3596946,139.87119522094727,140.03028176047584,139.8140478515625,136.69734909057618,136.2043643951416,140.07607780560028,139.9244113104777,0.15166649512258346,0.10388349511330919,0.04778300000927427,0.0
2023-10-17 14:30:00,140.00999450683594,140.75,139.9499969482422,140.00999450683594,2411803,139.7817497253418,140.05959978970614,139.8692477416992,136.80284896850586,136.22893936157226,140.0659111442519,139.93075080650425,0.13516033774766356,0.11013886364018008,0.025021474107483482,0.0
2023-10-17 15:30:00,141.0050048828125,141.08999633789062,140.01499938964844,140.01499938964844,1843960,139.81800003051757,140.11129067160866,139.9449478149414,136.909149017334,136.25721435546876,140.21038710403047,140.01032518252708,0.20006192150339075,0.12812347521282222,0.07193844629056853,0.0
2023-10-17 16:30:00,140.89999389648438,141.25,140.85000610351562,141.0,1388395,139.85499954223633,140.15924523093483,139.9974478149414,137.01424896240235,136.2848143005371,140.31648045671568,140.07622656874614,0.24025388796954417,0.15054955776416662,0.08970433020537755,0.0
2023-10-17 17:30:00,140.58999633789062,140.88999938964844,140.16000366210938,140.88999938964844,1619929,139.8604995727539,140.19992689652875,140.03824768066406,137.11589889526368,136.31201431274414,140.35855982305029,140.11428358868275,0.24427623436753265,0.16929489308483983,0.07498134128269282,0.0
2023-10-17 18:30:00,140.67999267578125,140.88499450683594,140.25,140.5800018310547,1973059,139.88049926757813,140.24038141424006,140.07194763183594,137.22089889526367,136.33731430053712,140.40801103116274,140.15618796550484,0.25182306565790213,0.18580052759945231,0.06602253805844982,0.0
2023-10-17 19:30:00,141.0,141.06500244140625,140.41000366210938,140.69000244140625,1911566,139.9264991760254,140.26844960992986,140.11034759521485,137.32699890136718,136.36336433410645,140.49908625713772,140.21869256065264,0.2803936964850777,0.2047191613765774,0.07567453510850033,0.0
